"hotel","country","arrival_date_month","num_booking","num_cancel","distribution_channel","total_parking","total_special_request"
"City Hotel","LUX","November","11","8","TA/TO","0","15"
"City Hotel","LUX","April","21","11","TA/TO","0","11"
"City Hotel","SEN","June","1","1","TA/TO","0","0"
"City Hotel","NOR","April","41","28","TA/TO","0","18"
"City Hotel","GRC","May","3","0","Corporate","0","0"
"City Hotel","CN","January","5","0","TA/TO","0","4"
"Resort Hotel","PRT","April","935","566","TA/TO","69","385"
"Resort Hotel","CN","July","142","26","TA/TO","19","108"
"City Hotel","GRC","November","7","1","TA/TO","0","5"
"City Hotel","SEN","March","2","2","TA/TO","0","4"
"Resort Hotel","AUS","May","8","1","TA/TO","2","4"
"City Hotel","GAB","August","1","1","TA/TO","0","0"
"City Hotel","LUX","March","1","0","Direct","0","0"
"Resort Hotel","FIN","November","18","1","TA/TO","3","16"
"Resort Hotel","MLT","November","2","0","TA/TO","2","1"
"City Hotel","IND","May","2","0","Direct","0","0"
"City Hotel","DNK","July","17","1","Direct","0","19"
"Resort Hotel","MOZ","February","1","1","TA/TO","0","1"
"City Hotel","JPN","November","1","0","Corporate","0","0"
"City Hotel","NGA","October","3","2","TA/TO","0","3"
"Resort Hotel","PRI","June","2","0","Corporate","0","0"
"Resort Hotel","DNK","November","1","0","TA/TO","1","1"
"City Hotel","ITA","November","139","58","TA/TO","3","126"
"City Hotel","LTU","October","2","1","TA/TO","0","3"
"City Hotel","NLD","May","2","0","Corporate","0","0"
"City Hotel","FRA","February","80","3","Direct","1","52"
"City Hotel","JOR","February","1","0","GDS","0","0"
"City Hotel","CRI","October","1","0","TA/TO","0","1"
"City Hotel","POL","July","3","0","Direct","0","0"
"Resort Hotel","ARG","August","6","0","TA/TO","0","3"
"Resort Hotel","SEN","July","1","1","TA/TO","0","0"
"Resort Hotel","ITA","November","8","0","Corporate","2","0"
"Resort Hotel","CZE","November","4","0","Corporate","0","0"
"City Hotel","MAR","May","2","1","Direct","0","2"
"City Hotel","CZE","February","1","0","Direct","0","0"
"City Hotel","TUN","July","3","2","TA/TO","0","0"
"City Hotel","BEL","November","7","1","Direct","0","6"
"City Hotel","IRL","March","14","2","Direct","0","7"
"City Hotel","PRT","October","235","102","Direct","2","82"
"Resort Hotel","LTU","June","2","0","Direct","1","4"
"Resort Hotel","IRL","July","174","31","TA/TO","3","143"
"City Hotel","MAC","July","2","2","TA/TO","0","0"
"City Hotel","BRA","July","12","2","Direct","2","9"
"City Hotel","DEU","March","26","1","Direct","2","20"
"City Hotel","GBR","June","9","1","Corporate","0","3"
"City Hotel","CHN","August","7","0","Direct","0","8"
"City Hotel","USA","March","13","0","Direct","0","6"
"Resort Hotel","IDN","June","2","2","Direct","0","4"
"Resort Hotel","PRT","April","209","44","Corporate","32","35"
"City Hotel","OMN","June","2","1","TA/TO","0","0"
"City Hotel","SWE","May","2","0","Corporate","0","0"
"Resort Hotel","SGP","December","1","0","Direct","0","0"
"Resort Hotel","EST","July","4","1","TA/TO","0","1"
"City Hotel","ISR","August","86","32","TA/TO","0","50"
"City Hotel","PRT","December","210","61","Direct","12","143"
"Resort Hotel","IRL","October","211","76","TA/TO","8","144"
"Resort Hotel","CZE","September","5","0","TA/TO","0","0"
"Resort Hotel","BGR","December","1","0","Direct","0","0"
"Resort Hotel","GBR","March","75","4","Direct","5","8"
"Resort Hotel","ITA","October","4","0","Corporate","0","2"
"Resort Hotel","DNK","May","1","0","TA/TO","0","1"
"City Hotel","TGO","February","1","0","TA/TO","0","0"
"City Hotel","RUS","March","1","0","Corporate","0","1"
"City Hotel","NLD","November","5","0","Corporate","0","0"
"City Hotel","HRV","January","6","0","TA/TO","0","6"
"Resort Hotel","AUT","February","2","0","Direct","0","1"
"City Hotel","FIN","April","33","12","TA/TO","0","22"
"City Hotel","BEL","July","44","2","Direct","2","26"
"City Hotel","ARG","February","6","1","TA/TO","1","2"
"Resort Hotel","ITA","September","11","0","Direct","2","3"
"City Hotel","AUS","April","18","5","TA/TO","2","16"
"City Hotel","TUN","June","1","0","Corporate","0","1"
"City Hotel","COL","May","10","4","TA/TO","0","4"
"City Hotel","USA","May","10","0","Corporate","0","3"
"City Hotel","SGP","November","1","0","Direct","0","1"
"Resort Hotel","PRT","October","381","121","Direct","90","126"
"City Hotel","GBR","July","74","5","Direct","5","35"
"City Hotel","IMN","April","1","1","TA/TO","0","2"
"City Hotel","AUT","December","1","0","Corporate","0","0"
"Resort Hotel","IND","November","1","0","TA/TO","0","1"
"City Hotel","IRQ","October","1","0","Direct","0","0"
"Resort Hotel","BGR","April","1","0","TA/TO","0","1"
"Resort Hotel","SVK","December","1","0","TA/TO","1","1"
"City Hotel","CHN","July","62","41","TA/TO","0","38"
"Resort Hotel","AUT","November","27","0","Corporate","8","0"
"Resort Hotel","JAM","February","2","0","TA/TO","0","0"
"Resort Hotel","SUR","February","1","0","TA/TO","0","0"
"City Hotel","ESP","October","32","2","Direct","4","5"
"City Hotel","SVN","May","3","0","Corporate","0","0"
"City Hotel","PRT","May","3","0","GDS","0","0"
"Resort Hotel","EST","August","1","0","Direct","0","1"
"City Hotel","ESP","August","810","233","TA/TO","68","520"
"City Hotel","IRL","August","104","39","TA/TO","4","88"
"City Hotel","ZAF","June","5","2","TA/TO","0","4"
"Resort Hotel","PRT","July","1","0","Undefined","1","2"
"Resort Hotel","ROU","May","4","0","Direct","0","2"
"City Hotel","CZE","November","3","0","Corporate","0","0"
"Resort Hotel","ROU","January","1","0","TA/TO","1","1"
"City Hotel","LVA","July","2","0","TA/TO","0","1"
"City Hotel","POL","May","2","0","GDS","0","1"
"City Hotel","ALB","December","1","0","Direct","0","0"
"City Hotel","ARG","April","2","0","Direct","1","0"
"Resort Hotel","KWT","December","1","1","TA/TO","0","1"
"City Hotel","MAC","February","1","1","GDS","0","0"
"Resort Hotel","FRA","November","16","0","Direct","6","9"
"City Hotel","TUR","August","13","9","TA/TO","0","5"
"City Hotel","TWN","July","6","3","TA/TO","0","4"
"City Hotel","LUX","May","23","12","TA/TO","0","23"
"Resort Hotel","MEX","October","1","0","TA/TO","0","1"
"Resort Hotel","IDN","April","1","0","TA/TO","0","0"
"City Hotel","BEL","November","7","0","Corporate","0","1"
"City Hotel","MAR","September","10","2","TA/TO","0","13"
"City Hotel","RUS","September","39","11","TA/TO","1","39"
"City Hotel","MAR","April","11","4","TA/TO","1","5"
"Resort Hotel","LUX","October","5","0","TA/TO","2","9"
"City Hotel","CYP","February","1","0","TA/TO","0","1"
"Resort Hotel","SWE","February","10","1","TA/TO","1","6"
"City Hotel","IRL","March","1","0","Corporate","0","0"
"Resort Hotel","GIB","August","5","5","TA/TO","0","7"
"City Hotel","USA","February","41","9","TA/TO","1","24"
"Resort Hotel","LVA","September","1","0","Direct","1","2"
"City Hotel","RUS","August","2","1","Direct","0","0"
"Resort Hotel","ARE","April","1","1","TA/TO","0","1"
"Resort Hotel","AUT","September","12","2","TA/TO","4","12"
"City Hotel","AZE","July","1","1","TA/TO","0","0"
"City Hotel","NOR","January","1","0","Direct","0","0"
"Resort Hotel","DNK","September","3","0","TA/TO","1","3"
"City Hotel","CHE","February","92","34","TA/TO","1","64"
"City Hotel","IRQ","October","5","0","TA/TO","0","0"
"City Hotel","AUS","March","2","0","Direct","0","0"
"City Hotel","POL","April","104","60","TA/TO","0","72"
"City Hotel","ESP","April","6","0","Corporate","0","2"
"Resort Hotel","AUT","October","7","0","Corporate","1","2"
"City Hotel","AUT","July","2","0","Corporate","0","0"
"City Hotel","BRA","October","105","34","TA/TO","2","108"
"City Hotel","CPV","January","3","3","TA/TO","0","2"
"Resort Hotel","AUS","June","7","2","TA/TO","2","4"
"City Hotel","RWA","February","1","0","TA/TO","0","1"
"City Hotel","KAZ","September","3","0","TA/TO","0","5"
"City Hotel","EST","June","3","0","TA/TO","0","2"
"City Hotel","MDV","June","1","1","TA/TO","0","0"
"Resort Hotel","PRT","August","1631","820","TA/TO","171","1475"
"City Hotel","CHL","May","2","0","Corporate","0","1"
"Resort Hotel","SWE","June","26","5","TA/TO","6","20"
"City Hotel","BRA","March","1","0","Corporate","0","0"
"Resort Hotel","ITA","October","3","1","Direct","2","0"
"City Hotel","MNE","November","1","0","Direct","0","0"
"City Hotel","MAR","October","3","0","TA/TO","0","4"
"City Hotel","GAB","October","1","0","TA/TO","0","0"
"Resort Hotel","LUX","June","4","1","TA/TO","1","2"
"City Hotel","SRB","June","1","0","Direct","0","0"
"City Hotel","LTU","June","1","1","TA/TO","0","1"
"City Hotel","BRA","December","1","0","Corporate","0","1"
"City Hotel","KOR","January","17","9","TA/TO","0","12"
"City Hotel","BOL","May","10","0","TA/TO","0","0"
"Resort Hotel","DEU","April","252","16","TA/TO","15","66"
"City Hotel","ECU","May","2","1","Direct","0","0"
"Resort Hotel","ITA","June","19","6","TA/TO","2","12"
"City Hotel","DEU","January","158","23","TA/TO","4","107"
"City Hotel","RUS","June","3","0","Direct","1","8"
"City Hotel","CZE","October","2","0","Direct","0","0"
"Resort Hotel","UKR","January","1","0","Direct","0","0"
"Resort Hotel","LUX","April","1","0","Direct","0","0"
"City Hotel","TWN","September","2","0","TA/TO","0","4"
"City Hotel","BEL","February","1","0","GDS","0","0"
"City Hotel","TZA","April","1","0","TA/TO","0","2"
"City Hotel","USA","November","13","2","Direct","0","3"
"City Hotel","GBR","February","295","93","TA/TO","2","267"
"Resort Hotel","FRA","June","9","1","Direct","4","3"
"City Hotel","MEX","January","6","0","TA/TO","0","2"
"Resort Hotel","ESP","April","289","90","TA/TO","62","238"
"City Hotel","TUN","April","6","5","TA/TO","0","5"
"City Hotel","PRT","August","2314","1698","TA/TO","30","695"
"City Hotel","JOR","July","4","2","TA/TO","0","2"
"Resort Hotel","KOR","January","2","0","TA/TO","1","4"
"Resort Hotel","NOR","July","39","8","TA/TO","1","30"
"Resort Hotel","ESP","December","51","2","Direct","13","26"
"City Hotel","CZE","March","11","4","TA/TO","0","6"
"City Hotel","SAU","January","3","3","TA/TO","0","0"
"City Hotel","CHN","September","77","32","TA/TO","0","66"
"City Hotel","TUN","November","1","0","TA/TO","0","0"
"Resort Hotel","AGO","August","2","1","Direct","0","0"
"City Hotel","CHE","April","1","0","Corporate","0","0"
"City Hotel","UKR","March","4","1","TA/TO","0","3"
"Resort Hotel","POL","October","14","2","TA/TO","1","17"
"Resort Hotel","DNK","April","1","0","Direct","1","0"
"Resort Hotel","AUS","July","2","0","Direct","0","1"
"City Hotel","ECU","April","2","2","TA/TO","0","0"
"City Hotel","NLD","March","126","31","TA/TO","0","101"
"City Hotel","GBR","October","32","3","Direct","0","17"
"City Hotel","AGO","December","12","8","Direct","0","5"
"City Hotel","CHN","April","1","0","Direct","0","1"
"Resort Hotel","BEL","April","3","1","Corporate","0","2"
"Resort Hotel","IND","May","8","0","TA/TO","3","6"
"City Hotel","ARE","October","1","0","Direct","0","0"
"City Hotel","IND","November","2","1","Direct","0","2"
"City Hotel","AGO","November","11","6","Direct","0","5"
"Resort Hotel","LTU","May","1","0","TA/TO","1","0"
"Resort Hotel","DZA","August","1","0","TA/TO","0","2"
"City Hotel","AZE","April","2","1","TA/TO","0","0"
"City Hotel","GRC","October","9","3","TA/TO","0","13"
"Resort Hotel","BRA","January","7","2","Direct","1","2"
"City Hotel","AGO","July","7","7","TA/TO","0","6"
"City Hotel","NOR","February","3","0","Corporate","0","0"
"Resort Hotel","COL","September","1","0","TA/TO","0","1"
"Resort Hotel","POL","April","17","0","TA/TO","3","14"
"City Hotel","FRA","September","521","75","TA/TO","10","385"
"City Hotel","ITA","June","13","1","Direct","0","8"
"Resort Hotel","CHE","July","1","0","Corporate","1","1"
"City Hotel","IND","July","1","0","Corporate","0","1"
"City Hotel","FRA","January","12","0","Corporate","0","11"
"Resort Hotel","ARG","January","5","1","TA/TO","2","6"
"City Hotel","ROU","August","39","14","TA/TO","1","26"
"City Hotel","ARG","November","1","0","GDS","0","0"
"City Hotel","THA","June","1","1","Direct","0","0"
"City Hotel","AUS","April","1","0","Direct","1","1"
"Resort Hotel","USA","June","18","3","Direct","7","15"
"City Hotel","PRT","February","1520","963","TA/TO","19","289"
"City Hotel","KNA","July","1","0","TA/TO","0","0"
"Resort Hotel","ZAF","August","2","1","TA/TO","0","2"
"City Hotel","LBN","April","3","2","TA/TO","0","1"
"Resort Hotel","UKR","November","13","0","TA/TO","0","12"
"Resort Hotel","DNK","June","12","1","TA/TO","1","4"
"City Hotel","COL","November","3","2","TA/TO","0","0"
"Resort Hotel","PRT","August","51","12","Corporate","4","5"
"City Hotel","ARE","June","4","4","TA/TO","0","1"
"City Hotel","SRB","November","1","0","TA/TO","0","2"
"City Hotel","NLD","October","108","25","TA/TO","7","112"
"City Hotel","LUX","June","2","0","Direct","0","1"
"City Hotel","ITA","September","6","1","Direct","0","1"
"City Hotel","FIN","March","1","0","Corporate","0","0"
"Resort Hotel","OMN","July","1","0","TA/TO","0","0"
"Resort Hotel","KAZ","July","1","0","Direct","0","2"
"City Hotel","ESP","May","3","0","GDS","0","1"
"Resort Hotel","AGO","February","1","0","TA/TO","1","1"
"City Hotel","FIN","February","1","0","Direct","0","0"
"Resort Hotel","OMN","December","1","0","TA/TO","0","4"
"Resort Hotel","PRT","January","194","22","Corporate","30","29"
"City Hotel","ITA","January","212","77","TA/TO","0","134"
"City Hotel","NLD","December","1","0","Corporate","0","0"
"Resort Hotel","CHN","November","1","0","Direct","0","0"
"Resort Hotel","USA","October","8","0","Direct","7","0"
"City Hotel","AGO","May","12","9","TA/TO","0","7"
"City Hotel","FIN","August","3","1","Direct","0","2"
"Resort Hotel","JPN","January","1","0","TA/TO","0","1"
"City Hotel","BGR","February","3","0","TA/TO","0","4"
"City Hotel","EST","April","7","5","TA/TO","0","2"
"City Hotel","GHA","November","1","1","Direct","0","0"
"Resort Hotel","DEU","July","8","2","Direct","1","6"
"City Hotel","ITA","August","34","3","Direct","3","16"
"City Hotel","AUS","July","5","2","Direct","0","0"
"City Hotel","IRL","September","60","21","TA/TO","1","60"
"City Hotel","IRN","March","10","2","TA/TO","0","7"
"City Hotel","DEU","September","23","2","Direct","2","12"
"City Hotel","NLD","April","167","40","TA/TO","2","116"
"City Hotel","DNK","February","1","0","GDS","0","0"
"Resort Hotel","GIB","July","2","1","TA/TO","0","4"
"Resort Hotel","CN","April","2","0","Direct","2","1"
"City Hotel","SDN","June","1","0","TA/TO","0","1"
"City Hotel","TWN","April","2","0","Direct","0","1"
"City Hotel","IND","November","24","5","TA/TO","0","12"
"City Hotel","RUS","May","2","0","Direct","0","1"
"City Hotel","USA","March","2","0","GDS","0","0"
"City Hotel","IRN","November","2","0","TA/TO","0","1"
"Resort Hotel","LTU","December","1","0","Direct","0","0"
"Resort Hotel","ITA","July","4","0","Corporate","2","0"
"City Hotel","PAN","May","1","0","TA/TO","0","0"
"City Hotel","BRB","June","4","0","TA/TO","0","0"
"Resort Hotel","MAR","November","2","0","Direct","2","0"
"City Hotel","ESP","October","4","0","GDS","0","0"
"City Hotel","SLV","August","1","0","TA/TO","0","1"
"Resort Hotel","CN","June","12","1","Direct","2","6"
"City Hotel","IRL","September","7","0","Direct","0","3"
"City Hotel","SRB","June","67","0","TA/TO","0","1"
"Resort Hotel","ESP","November","12","0","Corporate","1","1"
"City Hotel","FRA","December","8","0","Corporate","0","4"
"Resort Hotel","AUS","September","3","0","TA/TO","0","4"
"Resort Hotel","MOZ","July","3","0","TA/TO","1","7"
"Resort Hotel","RUS","April","8","4","TA/TO","2","5"
"City Hotel","CHE","April","136","33","TA/TO","2","102"
"City Hotel","MKD","October","2","2","TA/TO","0","1"
"Resort Hotel","LVA","December","1","0","Direct","0","0"
"Resort Hotel","ITA","November","23","4","TA/TO","4","15"
"City Hotel","BEL","February","17","0","Direct","1","5"
"City Hotel","AGO","May","8","5","Direct","0","2"
"City Hotel","LVA","November","2","0","Corporate","0","0"
"City Hotel","FRA","July","578","161","TA/TO","28","535"
"Resort Hotel","NZL","March","1","0","Direct","1","0"
"Resort Hotel","ROU","December","3","0","Direct","0","1"
"City Hotel","AGO","April","7","1","Direct","0","10"
"City Hotel","RUS","October","20","7","TA/TO","1","25"
"Resort Hotel","BRA","March","10","3","TA/TO","4","19"
"City Hotel","MLT","May","4","1","TA/TO","0","2"
"Resort Hotel","CZE","September","1","0","Direct","0","0"
"City Hotel","OMN","January","4","3","TA/TO","1","1"
"Resort Hotel","SWE","September","12","0","TA/TO","0","5"
"City Hotel","LTU","September","1","0","TA/TO","0","2"
"City Hotel","EGY","October","2","0","TA/TO","0","1"
"City Hotel","NLD","April","17","0","Direct","1","4"
"City Hotel","GBR","May","5","2","GDS","0","0"
"City Hotel","USA","August","1","0","Corporate","0","0"
"City Hotel","IND","July","7","0","TA/TO","0","7"
"Resort Hotel","FIN","October","3","1","Direct","0","4"
"Resort Hotel","BLR","December","1","0","Direct","0","0"
"City Hotel","CHE","October","122","23","TA/TO","2","133"
"City Hotel","POL","February","27","8","TA/TO","2","16"
"City Hotel","POL","March","1","0","Corporate","0","1"
"City Hotel","HKG","June","7","7","TA/TO","0","1"
"City Hotel","KIR","June","1","0","TA/TO","0","0"
"Resort Hotel","BLR","August","2","2","TA/TO","0","0"
"City Hotel","CZE","November","7","1","TA/TO","0","4"
"City Hotel","URY","August","2","2","TA/TO","0","4"
"City Hotel","BRA","January","5","1","Direct","1","4"
"City Hotel","NOR","July","15","1","Direct","0","5"
"City Hotel","ROU","April","21","7","TA/TO","2","10"
"City Hotel","ITA","October","11","0","Corporate","0","0"
"City Hotel","IND","January","4","0","TA/TO","0","3"
"City Hotel","MLT","November","2","0","Corporate","0","0"
"City Hotel","BGR","November","2","0","Direct","1","1"
"Resort Hotel","ESP","July","84","5","Direct","26","54"
"Resort Hotel","POL","October","1","0","Corporate","0","0"
"City Hotel","ESP","December","71","5","Direct","15","41"
"City Hotel","IRQ","November","2","0","TA/TO","0","0"
"City Hotel","ITA","April","2","0","Corporate","0","0"
"City Hotel","IRN","September","22","2","TA/TO","0","3"
"City Hotel","URY","May","4","0","TA/TO","0","5"
"City Hotel","RUS","May","31","16","TA/TO","0","16"
"City Hotel","NGA","February","4","4","Direct","0","0"
"Resort Hotel","HUN","October","2","0","TA/TO","1","2"
"Resort Hotel","IND","December","2","0","TA/TO","0","1"
"Resort Hotel","MYS","December","6","0","TA/TO","0","6"
"City Hotel","AUT","October","6","0","Corporate","0","0"
"City Hotel","SWE","September","87","6","TA/TO","0","57"
"Resort Hotel","DNK","August","4","0","TA/TO","0","4"
"Resort Hotel","PRI","October","1","0","Direct","0","0"
"Resort Hotel","MEX","February","1","0","TA/TO","0","1"
"Resort Hotel","BEL","November","26","2","TA/TO","3","30"
"City Hotel","AUS","September","2","0","Direct","0","0"
"City Hotel","DEU","July","27","2","Direct","0","14"
"Resort Hotel","AUS","November","1","0","Corporate","0","0"
"City Hotel","COL","June","4","0","TA/TO","0","4"
"City Hotel","CMR","July","2","0","TA/TO","0","3"
"City Hotel","MAR","February","38","4","TA/TO","0","11"
"City Hotel","UKR","December","8","4","TA/TO","0","8"
"City Hotel","BEL","March","13","0","Direct","0","5"
"City Hotel","TMP","June","1","0","TA/TO","1","3"
"City Hotel","ISL","November","1","0","Corporate","0","0"
"Resort Hotel","LUX","August","17","9","TA/TO","4","26"
"City Hotel","AGO","June","1","0","Corporate","0","1"
"City Hotel","MRT","April","1","0","TA/TO","0","1"
"Resort Hotel","PRT","January","438","61","Direct","69","119"
"Resort Hotel","IND","June","1","0","TA/TO","0","1"
"City Hotel","GBR","March","39","2","Direct","1","21"
"City Hotel","ITA","June","159","70","TA/TO","0","121"
"City Hotel","QAT","July","6","6","TA/TO","0","6"
"City Hotel","PRT","November","224","58","Corporate","31","63"
"Resort Hotel","KOR","February","5","3","TA/TO","0","7"
"City Hotel","IRN","May","1","0","TA/TO","0","2"
"City Hotel","POL","December","2","0","Direct","0","2"
"City Hotel","DNK","March","34","13","TA/TO","0","18"
"City Hotel","EGY","February","1","0","Direct","0","0"
"City Hotel","UKR","May","2","1","TA/TO","0","0"
"City Hotel","DZA","June","1","0","Direct","0","0"
"City Hotel","CZE","July","1","0","Direct","0","0"
"Resort Hotel","NGA","January","1","1","TA/TO","0","1"
"City Hotel","DEU","September","468","59","TA/TO","12","290"
"City Hotel","LKA","March","3","0","TA/TO","0","4"
"Resort Hotel","PRT","March","416","106","Direct","69","118"
"City Hotel","PRT","December","1235","876","TA/TO","20","419"
"City Hotel","BEL","May","28","5","Direct","2","16"
"Resort Hotel","POL","July","33","3","TA/TO","3","18"
"City Hotel","USA","July","1","0","GDS","0","0"
"City Hotel","GBR","June","1","1","GDS","0","0"
"Resort Hotel","DZA","October","2","2","TA/TO","0","2"
"Resort Hotel","SWE","March","12","1","TA/TO","1","6"
"Resort Hotel","CHL","August","3","1","TA/TO","1","5"
"City Hotel","LTU","April","8","3","TA/TO","0","0"
"City Hotel","SVK","June","3","1","TA/TO","1","2"
"City Hotel","FIN","January","11","1","TA/TO","2","5"
"Resort Hotel","MUS","February","1","0","TA/TO","0","2"
"City Hotel","FRA","September","31","3","Direct","2","17"
"City Hotel","PAK","May","1","0","TA/TO","0","1"
"City Hotel","BRA","December","181","61","TA/TO","3","135"
"Resort Hotel","AUT","November","6","0","TA/TO","1","1"
"City Hotel","MYS","February","1","0","TA/TO","0","0"
"City Hotel","BLR","August","5","4","TA/TO","0","2"
"City Hotel","TUR","March","1","0","GDS","0","0"
"City Hotel","ARE","January","1","0","TA/TO","0","0"
"City Hotel","HUN","July","16","5","TA/TO","0","5"
"Resort Hotel","DNK","October","1","0","Corporate","0","0"
"Resort Hotel","ITA","January","2","0","Corporate","0","0"
"City Hotel","TUN","January","2","0","Direct","0","0"
"City Hotel","ECU","October","1","1","TA/TO","0","1"
"City Hotel","KOR","June","1","0","Direct","0","0"
"City Hotel","MOZ","September","1","0","Direct","0","0"
"Resort Hotel","CHE","November","2","0","Direct","2","0"
"City Hotel","HND","February","1","1","TA/TO","0","0"
"City Hotel","BGR","June","3","0","Corporate","0","0"
"City Hotel","ALB","January","3","0","TA/TO","0","5"
"City Hotel","POL","May","1","0","Direct","0","1"
"City Hotel","IRN","July","5","3","TA/TO","0","6"
"City Hotel","ECU","March","2","0","Direct","0","1"
"Resort Hotel","USA","July","25","3","Direct","6","16"
"Resort Hotel","POL","September","27","1","TA/TO","4","20"
"Resort Hotel","CN","September","109","8","TA/TO","15","65"
"City Hotel","NZL","September","5","0","TA/TO","2","2"
"City Hotel","ARM","July","1","0","Direct","0","0"
"City Hotel","USA","July","175","67","TA/TO","1","130"
"City Hotel","PAK","June","2","0","Corporate","0","0"
"Resort Hotel","LVA","April","3","0","TA/TO","1","1"
"City Hotel","EST","November","2","0","Corporate","0","0"
"City Hotel","SGP","January","5","3","Direct","0","0"
"City Hotel","GRC","May","1","0","Direct","0","0"
"City Hotel","PYF","September","1","0","TA/TO","0","0"
"City Hotel","THA","November","21","0","TA/TO","0","1"
"City Hotel","KAZ","March","1","0","TA/TO","0","2"
"City Hotel","CHL","February","5","0","TA/TO","1","2"
"City Hotel","BLR","June","1","0","TA/TO","0","0"
"City Hotel","CN","February","1","0","Direct","0","1"
"Resort Hotel","SVN","June","1","1","TA/TO","0","1"
"City Hotel","AGO","August","9","4","TA/TO","0","8"
"Resort Hotel","IRL","March","2","0","Corporate","0","0"
"City Hotel","RUS","August","34","4","Corporate","0","0"
"Resort Hotel","ITA","April","9","0","Corporate","3","1"
"City Hotel","NZL","October","2","0","TA/TO","0","3"
"City Hotel","USA","April","124","41","TA/TO","2","86"
"City Hotel","GRC","December","1","0","Direct","0","0"
"City Hotel","PHL","May","1","1","TA/TO","0","0"
"Resort Hotel","SWE","April","45","1","TA/TO","1","17"
"City Hotel","GBR","February","1","0","Corporate","0","0"
"Resort Hotel","MEX","November","1","0","Corporate","0","0"
"City Hotel","COL","March","3","0","Direct","0","2"
"Resort Hotel","PRT","June","110","35","Corporate","11","19"
"Resort Hotel","RUS","June","16","7","TA/TO","4","17"
"City Hotel","AUS","September","27","4","TA/TO","2","27"
"City Hotel","SYR","April","1","0","TA/TO","0","3"
"City Hotel","AUT","August","6","1","Direct","0","3"
"City Hotel","IRN","February","4","0","TA/TO","0","1"
"City Hotel","MAR","May","5","1","TA/TO","0","2"
"Resort Hotel","AUS","October","2","0","TA/TO","0","2"
"City Hotel","KEN","April","1","0","Direct","0","0"
"City Hotel","PRT","January","176","17","Direct","23","82"
"City Hotel","TUR","December","11","4","TA/TO","0","9"
"City Hotel","GBR","March","2","0","GDS","0","0"
"Resort Hotel","JPN","June","1","0","TA/TO","0","1"
"Resort Hotel","IND","October","2","0","TA/TO","2","4"
"Resort Hotel","RUS","August","6","2","Direct","1","2"
"City Hotel","LTU","February","3","1","TA/TO","0","1"
"City Hotel","USA","January","7","1","Direct","0","2"
"Resort Hotel","ESP","March","1","0","Corporate","0","0"
"City Hotel","CHE","February","8","0","Direct","0","3"
"City Hotel","DNK","June","27","7","TA/TO","1","20"
"Resort Hotel","CZE","November","2","1","TA/TO","0","1"
"City Hotel","USA","October","9","5","GDS","0","6"
"City Hotel","KEN","March","1","1","TA/TO","0","3"
"City Hotel","THA","December","3","0","TA/TO","0","4"
"City Hotel","NOR","May","2","1","Direct","0","0"
"Resort Hotel","BEL","January","18","2","TA/TO","2","16"
"Resort Hotel","SRB","May","1","0","TA/TO","1","1"
"Resort Hotel","ITA","April","6","0","Direct","0","4"
"City Hotel","MEX","March","5","3","TA/TO","0","2"
"City Hotel","HKG","October","4","4","TA/TO","0","0"
"Resort Hotel","CHN","September","3","0","TA/TO","1","3"
"Resort Hotel","LTU","October","1","0","Direct","0","1"
"Resort Hotel","MAR","April","1","0","Direct","1","1"
"Resort Hotel","NGA","June","1","1","TA/TO","0","0"
"Resort Hotel","SRB","October","1","0","TA/TO","0","1"
"City Hotel","PRT","September","1","0","GDS","0","0"
"City Hotel","IRL","April","13","3","Direct","0","4"
"Resort Hotel","ITA","December","3","1","Direct","0","2"
"City Hotel","RWA","October","1","0","Direct","0","0"
"City Hotel","CIV","August","2","2","TA/TO","0","2"
"Resort Hotel","VEN","April","1","1","TA/TO","0","0"
"City Hotel","AUS","June","2","1","Direct","0","0"
"City Hotel","MUS","March","1","0","TA/TO","0","1"
"City Hotel","PAK","November","1","1","TA/TO","0","1"
"City Hotel","CN","January","1","0","Direct","0","0"
"City Hotel","PRT","November","1","0","GDS","0","2"
"Resort Hotel","AUT","June","10","2","TA/TO","4","6"
"City Hotel","BEL","July","269","75","TA/TO","17","227"
"Resort Hotel","FIN","April","4","0","Direct","2","1"
"City Hotel","COL","February","4","1","TA/TO","0","3"
"Resort Hotel","BRA","November","2","0","Direct","2","1"
"City Hotel","MOZ","March","1","0","TA/TO","0","0"
"City Hotel","GUY","October","1","0","TA/TO","0","0"
"Resort Hotel","NLD","December","3","0","Direct","1","1"
"Resort Hotel","PRT","February","995","512","TA/TO","86","546"
"Resort Hotel","NPL","April","1","0","TA/TO","0","1"
"City Hotel","AUT","January","2","0","Direct","0","1"
"City Hotel","AUT","February","2","1","Corporate","0","1"
"City Hotel","LVA","August","1","0","TA/TO","0","3"
"City Hotel","ITA","May","239","88","TA/TO","3","172"
"City Hotel","CRI","September","2","1","TA/TO","0","2"
"Resort Hotel","CHN","November","1","0","TA/TO","0","1"
"Resort Hotel","UKR","November","1","0","Direct","0","0"
"Resort Hotel","AGO","July","4","1","TA/TO","1","5"
"City Hotel","ITA","October","8","2","Direct","0","3"
"City Hotel","FRA","January","24","5","Direct","0","19"
"Resort Hotel","AUS","January","1","0","Direct","0","0"
"City Hotel","CPV","October","2","0","TA/TO","0","0"
"Resort Hotel","ESP","October","62","3","Direct","13","19"
